cinema_id,name,address,url,region_code
a02,樹林秀泰影城,,https://www.atmovies.com.tw/showtime/t02e13/a02/,a02
a02,土城秀泰影城,,https://www.atmovies.com.tw/showtime/t02e15/a02/,a02
a02,國賓影城淡水禮萊廣場,,https://www.atmovies.com.tw/showtime/t02e18/a02/,a02
a02,永和喜樂時代影城,,https://www.atmovies.com.tw/showtime/t02e17/a02/,a02
a02,美麗新宏匯影城,,https://www.atmovies.com.tw/showtime/t02e19/a02/,a02
a02,中和環球威秀影城,,https://www.atmovies.com.tw/showtime/t02e20/a02/,a02
a02,新店裕隆城威秀影城,,https://www.atmovies.com.tw/showtime/t02e21/a02/,a02
a02,府中15,,https://www.atmovies.com.tw/showtime/t02e08/a02/,a02
a02,國家電影及視聽文化中心,,https://www.atmovies.com.tw/showtime/t02e22/a02/,a02
a02,景美佳佳戲院,,https://www.atmovies.com.tw/showtime/t02f05/a02/,a02
a03,美麗新台茂影城,,https://www.atmovies.com.tw/showtime/t03301/a03/,a03
a03,星橋國際影城,,https://www.atmovies.com.tw/showtime/t03302/a03/,a03
a03,威尼斯影城,,https://www.atmovies.com.tw/showtime/t03303/a03/,a03
a03,國賓桃園八德,,https://www.atmovies.com.tw/showtime/t03304/a03/,a03
a03,桃園統領威秀影城,,https://www.atmovies.com.tw/showtime/t03308/a03/,a03
a03,桃園站前in89豪華影城,,https://www.atmovies.com.tw/showtime/t03307/a03/,a03
a03,桃園桃知道威秀影城,,https://www.atmovies.com.tw/showtime/t03317/a03/,a03
a03,桃園新光影城,,https://www.atmovies.com.tw/showtime/t03315/a03/,a03
a03,喜樂時代影城桃園A19店,,https://www.atmovies.com.tw/showtime/t03316/a03/,a03
a03,桃園光影文化館,,https://www.atmovies.com.tw/showtime/t03311/a03/,a03
a03,中壢光影電影館,,https://www.atmovies.com.tw/showtime/t03312/a03/,a03
a35,新竹大遠百威秀影城,,https://www.atmovies.com.tw/showtime/t03505/a35/,a35
a35,新竹巨城威秀影城,,https://www.atmovies.com.tw/showtime/t03508/a35/,a35
a35,百老匯影城竹北店,,https://www.atmovies.com.tw/showtime/t03510/a35/,a35
a37,頭份尚順威秀影城,,https://www.atmovies.com.tw/showtime/t03701/a37/,a37
a04,台中新光影城,,https://www.atmovies.com.tw/showtime/t04401/a04/,a04
a04,台中老虎城威秀,,https://www.atmovies.com.tw/showtime/t04402/a04/,a04
a04,台中大遠百威秀影城,,https://www.atmovies.com.tw/showtime/t04407/a04/,a04
a04,台中大魯閣新時代威秀影城,,https://www.atmovies.com.tw/showtime/t04409/a04/,a04
a04,日日新影城,,https://www.atmovies.com.tw/showtime/t04404/a04/,a04
a04,親親戲院,,https://www.atmovies.com.tw/showtime/t04405/a04/,a04
a04,全球影城,,https://www.atmovies.com.tw/showtime/t04424/a04/,a04
a04,台中站前秀泰影城,,https://www.atmovies.com.tw/showtime/t04410/a04/,a04
a04,台中文心秀泰影城,,https://www.atmovies.com.tw/showtime/t04411/a04/,a04
a04,台中豐原in89豪華影城,,https://www.atmovies.com.tw/showtime/t04412/a04/,a04
a04,台中麗寶秀泰,,https://www.atmovies.com.tw/showtime/t04413/a04/,a04
a04,時代數位3D影城,,https://www.atmovies.com.tw/showtime/t04426/a04/,a04
a04,中山73影視藝文空間,,https://www.atmovies.com.tw/showtime/t04427/a04/,a04
a04,王牌映畫影城,,https://www.atmovies.com.tw/showtime/t04428/a04/,a04
a47,員林影城,,https://www.atmovies.com.tw/showtime/t04703/a47/,a47
a45,環球中華影城,,https://www.atmovies.com.tw/showtime/t04501/a45/,a45
a45,雲林北港秀泰,,https://www.atmovies.com.tw/showtime/t04504/a45/,a45
a49,南投戲院,,https://www.atmovies.com.tw/showtime/t04901/a49/,a49
a49,埔里山明影城,,https://www.atmovies.com.tw/showtime/t04902/a49/,a49
a05,嘉年華戲院,,https://www.atmovies.com.tw/showtime/t05502/a05/,a05
a05,嘉義秀泰影城,,https://www.atmovies.com.tw/showtime/t05504/a05/,a05
a05,嘉義in89豪華影城,,https://www.atmovies.com.tw/showtime/t05505/a05/,a05
a06,台南新光影城,,https://www.atmovies.com.tw/showtime/t06607/a06/,a06
a06,台南大遠百威秀影城,,https://www.atmovies.com.tw/showtime/t06609/a06/,a06
a06,台南南紡威秀影城,,https://www.atmovies.com.tw/showtime/t06610/a06/,a06
a06,台南FOCUS威秀影城,,https://www.atmovies.com.tw/showtime/t06611/a06/,a06
a06,台南國賓影城,,https://www.atmovies.com.tw/showtime/t06608/a06/,a06
a06,南台電影城,,https://www.atmovies.com.tw/showtime/t06602/a06/,a06
a06,麻豆戲院,,https://www.atmovies.com.tw/showtime/t06625/a06/,a06
a06,台南仁德秀泰影城,,https://www.atmovies.com.tw/showtime/t06628/a06/,a06
a07,高雄大遠百威秀影城,,https://www.atmovies.com.tw/showtime/t07703/a07/,a07
a07,in89駁二電影院,,https://www.atmovies.com.tw/showtime/t07702/a07/,a07
a07,高雄環球影城,,https://www.atmovies.com.tw/showtime/t07704/a07/,a07
a07,國賓義大世界影城,,https://www.atmovies.com.tw/showtime/t07705/a07/,a07
a07,高雄夢時代秀泰影城,,https://www.atmovies.com.tw/showtime/t07707/a07/,a07
a07,國賓大魯閣草衙道影城,,https://www.atmovies.com.tw/showtime/t07708/a07/,a07
a07,台鋁影城,,https://www.atmovies.com.tw/showtime/t07712/a07/,a07
a07,高雄岡山秀泰,,https://www.atmovies.com.tw/showtime/t07729/a07/,a07
a07,高雄市電影館,,https://www.atmovies.com.tw/showtime/t07726/a07/,a07
a07,VR體感劇院,,https://www.atmovies.com.tw/showtime/t07727/a07/,a07
a07,大立in89豪華影城,,https://www.atmovies.com.tw/showtime/t07728/a07/,a07
a07,喜樂時代高雄總圖店,,https://www.atmovies.com.tw/showtime/t07730/a07/,a07
a07,內惟藝術中心,,https://www.atmovies.com.tw/showtime/t07731/a07/,a07
a39,宜蘭日新戲院,,https://www.atmovies.com.tw/showtime/t03902/a39/,a39
a39,日新戲院-統一廳,,https://www.atmovies.com.tw/showtime/t03904/a39/,a39
a39,新月豪華影城,,https://www.atmovies.com.tw/showtime/t03905/a39/,a39
a39,影像興樂園,,https://www.atmovies.com.tw/showtime/t03906/a39/,a39
a38,花蓮秀泰影城,,https://www.atmovies.com.tw/showtime/t03801/a38/,a38
a38,花蓮新天堂樂園威秀影城,,https://www.atmovies.com.tw/showtime/t03803/a38/,a38
a38,花蓮鐵道電影院,,https://www.atmovies.com.tw/showtime/t03804/a38/,a38
a89,台東秀泰影城,,https://www.atmovies.com.tw/showtime/t08902/a89/,a89
a87,中影屏東影城,,https://www.atmovies.com.tw/showtime/t08701/a87/,a87
a87,國賓屏東環球影城,,https://www.atmovies.com.tw/showtime/t08703/a87/,a87
a69,in89澎湖影城,,https://www.atmovies.com.tw/showtime/t06902/a69/,a69
a68,金獅影城,,https://www.atmovies.com.tw/showtime/t06801/a68/,a68
a68,金門國賓影城,,https://www.atmovies.com.tw/showtime/t06802/a68/,a68
